NUMERO;PALABRA;ORDEN
2208;holanda;NORMAL
2209;hombre;NORMAL
2210;hombres;NORMAL
2211;hombro;NORMAL
2212;hombros;NORMAL
2213;homenaje;NORMAL
2214;honduras;NORMAL
2215;honor;NORMAL
2216;hora;NORMAL
2217;horario;NORMAL
2218;horas;NORMAL
2219;horizonte;NORMAL
2220;horno;NORMAL
2221;horror;NORMAL
2222;hospital;NORMAL
2223;hospitales;NORMAL
2224;hotel;NORMAL
2225;hoteles;NORMAL
2226;hoy;NORMAL
2227;hubiera;NORMAL
2228;hubieran;NORMAL
2229;hubiese;NORMAL
2230;hubo;NORMAL
2231;huelga;NORMAL
2232;hueso;NORMAL
2233;huesos;NORMAL
2234;huevo;NORMAL
2235;huevos;NORMAL
2236;hugo;NORMAL
2237;huir;NORMAL
2238;humana;NORMAL
2239;humanas;NORMAL
2240;humanidad;NORMAL
2241;humano;NORMAL
2242;humanos;NORMAL
2243;humedad;NORMAL
2244;humo;NORMAL
2245;humor;NORMAL
2246;hábitos;NORMAL
2247;héctor;NORMAL
2248;héroe;NORMAL
2249;iba;INICIO
2250;iban;NORMAL
2251;idea;NORMAL
2252;ideal;NORMAL
2253;ideas;NORMAL
2254;identidad;NORMAL
2255;identificación;NORMAL
2256;identificar;NORMAL
2257;ideología;NORMAL
2258;idioma;NORMAL
2259;ido;NORMAL
2260;iglesia;NORMAL
2261;iglesias;NORMAL
2262;ignacio;NORMAL
2263;igual;NORMAL
2264;igualdad;NORMAL
2265;iguales;NORMAL
2266;igualmente;NORMAL
2267;ii;NORMAL
2268;iii;NORMAL
2269;ilegal;NORMAL
2270;ilusión;NORMAL
2271;imagen;NORMAL
2272;imaginación;NORMAL
2273;imaginar;NORMAL
2274;impacto;NORMAL
2275;impedir;NORMAL
2276;imperio;NORMAL
2277;impide;NORMAL
2278;implica;NORMAL
2279;impone;NORMAL
2280;imponer;NORMAL
2281;importa;NORMAL
2282;importancia;NORMAL
2283;importante;NORMAL
2284;importantes;NORMAL
2285;imposible;NORMAL
2286;imprescindible;NORMAL
2287;impresión;NORMAL
2288;impuesto;NORMAL
2289;impuestos;NORMAL
2290;impulso;NORMAL
2291;impuso;NORMAL
2292;imágenes;NORMAL
2293;incapacidad;NORMAL
2294;incapaz;NORMAL
2295;incendio;NORMAL
2296;incertidumbre;NORMAL
2297;incidencia;NORMAL
2298;incidente;NORMAL
2299;incluido;NORMAL
2300;incluidos;NORMAL
2301;incluir;NORMAL
2302;incluso;NORMAL
2303;incluye;NORMAL
2304;incluyen;NORMAL
2305;incluyendo;NORMAL
2306;incorporación;NORMAL
2307;incrementar;NORMAL
2308;incremento;NORMAL
2309;increíble;NORMAL
2310;independencia;NORMAL
2311;independiente;NORMAL
2312;independientes;NORMAL
2313;india;NORMAL
2314;indica;NORMAL
2315;indican;NORMAL
2316;indicar;NORMAL
2317;indicó;NORMAL
2318;indio;NORMAL
2319;indios;NORMAL
2320;indispensable;NORMAL
2321;individual;NORMAL
2322;individuales;NORMAL
2323;individuo;NORMAL
2324;individuos;NORMAL
2325;industria;NORMAL
2326;industrial;NORMAL
2327;industriales;NORMAL
2328;industrias;NORMAL
2329;indígena;NORMAL
2330;indígenas;NORMAL
2331;inevitable;NORMAL
2332;infancia;NORMAL
2333;infantil;NORMAL
2334;infección;NORMAL
2335;inferior;NORMAL
2336;inferiores;NORMAL
2337;infierno;NORMAL
2338;inflación;NORMAL
2339;influencia;NORMAL
2340;informa;NORMAL
2341;informaciones;NORMAL
2342;información;NORMAL
2343;informar;NORMAL
2344;informe;NORMAL
2345;informes;NORMAL
2346;informática;NORMAL
2347;informó;NORMAL
2348;infraestructura;NORMAL
2349;ingeniero;NORMAL
2350;ingeniería;NORMAL
2351;inglaterra;NORMAL
2352;inglesa;NORMAL
2353;ingleses;NORMAL
2354;inglés;NORMAL
2355;ingredientes;NORMAL
2356;ingreso;NORMAL
2357;ingresos;NORMAL
2358;inicia;NORMAL
2359;iniciado;NORMAL
2360;inicial;NORMAL
2361;inicialmente;NORMAL
2362;iniciar;NORMAL
2363;iniciativa;NORMAL
2364;iniciativas;NORMAL
2365;inicio;NORMAL
2366;inició;NORMAL
2367;inmediata;NORMAL
2368;inmediatamente;NORMAL
2369;inmediato;NORMAL
2370;inmensa;NORMAL
2371;inmigrantes;NORMAL
2372;inocente;NORMAL
2373;inquietud;NORMAL
2374;insiste;NORMAL
2375;insistió;NORMAL
2376;inspección;NORMAL
2377;instalaciones;NORMAL
2378;instalación;NORMAL
2379;instalado;NORMAL
2380;instancia;NORMAL
2381;instante;NORMAL
2382;institucional;NORMAL
2383;instituciones;NORMAL
2384;institución;NORMAL
2385;instituto;NORMAL
2386;instrucciones;NORMAL
2387;instrucción;NORMAL
2388;instrumento;NORMAL
2389;instrumentos;NORMAL
2390;integración;NORMAL
2391;integrado;NORMAL
2392;integral;NORMAL
2393;integrantes;NORMAL
2394;intelectual;NORMAL
2395;intelectuales;NORMAL
2396;inteligencia;NORMAL
2397;inteligente;NORMAL
2398;intenciones;NORMAL
2399;intención;NORMAL
2400;intensa;NORMAL
2401;intensidad;NORMAL
2402;intenso;NORMAL
2403;intenta;NORMAL
2404;intentando;NORMAL
2405;intentar;NORMAL
2406;intento;NORMAL
2407;intentos;NORMAL
2408;intentó;NORMAL
2409;intercambio;NORMAL
2410;interesa;NORMAL
2411;interesado;NORMAL
2412;interesados;NORMAL
2413;interesante;NORMAL
2414;interesantes;NORMAL
2415;intereses;NORMAL
2416;interior;NORMAL
2417;interna;NORMAL
2418;internacional;NORMAL
2419;internacionales;NORMAL
2420;internas;NORMAL
2421;internet;NORMAL
2422;interno;NORMAL
2423;internos;NORMAL
2424;interpretación;NORMAL
2425;interpretar;NORMAL
2426;intervenciones;NORMAL
2427;intervención;NORMAL
2428;intervenir;NORMAL
2429;interés;NORMAL
2430;intimidad;NORMAL
2431;introducción;NORMAL
2432;introducir;NORMAL
2433;intérpretes;NORMAL
2434;invasión;NORMAL
2435;inversiones;NORMAL
2436;inversión;NORMAL
2437;investigaciones;NORMAL
2438;investigación;NORMAL
2439;investigadores;NORMAL
2440;investigar;NORMAL
2441;invierno;NORMAL
2442;invitación;NORMAL
2443;invitado;NORMAL
2444;invitados;NORMAL
2445;inés;NORMAL
2446;inútil;NORMAL
2447;ir;NORMAL
2448;ira;NORMAL
2449;irak;NORMAL
2450;irene;NORMAL
2451;irse;NORMAL
2452;irá;NORMAL
2453;irán;NORMAL
2454;isabel;NORMAL
2455;isla;NORMAL
2456;islas;NORMAL
2457;israel;NORMAL
2458;israelí;NORMAL
2459;italia;NORMAL
2460;italiana;NORMAL
2461;italiano;NORMAL
2462;italianos;NORMAL
2463;izquierda;NORMAL
2464;izquierdo;NORMAL
2465;jaime;INICIO
2466;james;NORMAL
2467;jamás;NORMAL
2468;japón;NORMAL
2469;jardines;NORMAL
2470;jardín;NORMAL
2471;javier;NORMAL
2472;jean;NORMAL
2473;jefe;NORMAL
2474;jefes;NORMAL
2475;jesús;NORMAL
2476;jiménez;NORMAL
2477;joan;NORMAL
2478;joaquín;NORMAL
2479;john;NORMAL
2480;jordi;NORMAL
2481;jorge;NORMAL
2482;jornada;NORMAL
2483;jornadas;NORMAL
2484;josep;NORMAL
2485;josé;NORMAL
2486;joven;NORMAL
2487;juan;NORMAL
2488;juana;NORMAL
2489;judicial;NORMAL
2490;judiciales;NORMAL
2491;judíos;NORMAL
2492;jueces;NORMAL
2493;juega;NORMAL
2494;juego;NORMAL
2495;juegos;NORMAL
2496;jueves;NORMAL
2497;juez;NORMAL
2498;jugador;NORMAL
2499;jugadores;NORMAL
2500;jugando;NORMAL
2501;jugar;NORMAL
2502;jugo;NORMAL
2503;jugó;NORMAL
2504;juicio;NORMAL
2505;julio;NORMAL
2506;julián;NORMAL
2507;junio;NORMAL
2508;junta;NORMAL
2509;juntas;NORMAL
2510;junto;NORMAL
2511;juntos;NORMAL
2512;jurado;NORMAL
2513;jurídica;NORMAL
2514;jurídico;NORMAL
2515;justa;NORMAL
2516;justamente;NORMAL
2517;justicia;NORMAL
2518;justificar;NORMAL
2519;justo;NORMAL
2520;juvenil;NORMAL
2521;juventud;NORMAL
2522;juzgado;NORMAL
2523;jóvenes;NORMAL
2524;k;INICIO
2525;kg;NORMAL
2526;kilos;NORMAL
2527;kilómetros;NORMAL
2528;km;NORMAL
2529;labios;INICIO
2530;labor;NORMAL
2531;laboral;NORMAL
2532;laborales;NORMAL
2533;laboratorio;NORMAL
2534;labores;NORMAL
2535;lado;NORMAL
2536;lados;NORMAL
2537;lago;NORMAL
2538;lanza;NORMAL
2539;lanzó;NORMAL
2540;larga;NORMAL
2541;largas;NORMAL
2542;largo;NORMAL
2543;largos;NORMAL
2544;latina;NORMAL
2545;laura;NORMAL
2546;lección;NORMAL
2547;leche;NORMAL
2548;lector;NORMAL
2549;lectores;NORMAL
2550;lectura;NORMAL
2551;lee;NORMAL
2552;leer;NORMAL
2553;legal;NORMAL
2554;legales;NORMAL
2555;legislación;NORMAL
2556;lejano;NORMAL
2557;lejos;NORMAL
2558;lengua;NORMAL
2559;lenguaje;NORMAL
2560;lenguas;NORMAL
2561;lenta;NORMAL
2562;lentamente;NORMAL
2563;lento;NORMAL
2564;lesiones;NORMAL
2565;lesión;NORMAL
2566;letra;NORMAL
2567;letras;NORMAL
2568;levanta;NORMAL
2569;levantar;NORMAL
2570;levantó;NORMAL
2571;leve;NORMAL
2572;ley;NORMAL
2573;leyenda;NORMAL
2574;leyes;NORMAL
2575;leído;NORMAL
2576;león;NORMAL
2577;liberación;NORMAL
2578;liberal;NORMAL
2579;liberales;NORMAL
2580;libertad;NORMAL
2581;libertades;NORMAL
2582;libre;NORMAL
2583;libres;NORMAL
2584;libro;NORMAL
2585;libros;NORMAL
2586;licenciado;NORMAL
2587;liga;NORMAL
2588;ligeramente;NORMAL
2589;lima;NORMAL
2590;limitaciones;NORMAL
2591;limitado;NORMAL
2592;limpia;NORMAL
2593;limpieza;NORMAL
2594;limpio;NORMAL
2595;limón;NORMAL
2596;lista;NORMAL
2597;listas;NORMAL
2598;listo;NORMAL
2599;literaria;NORMAL
2600;literario;NORMAL
2601;literatura;NORMAL
2602;llama;NORMAL
2603;llamaba;NORMAL
2604;llamada;NORMAL
2605;llamadas;NORMAL
2606;llamado;NORMAL
2607;llamados;NORMAL
2608;llaman;NORMAL
2609;llamar;NORMAL
2610;llamas;NORMAL
2611;llamó;NORMAL
2612;llave;NORMAL
2613;llega;NORMAL
2614;llegaba;NORMAL
2615;llegada;NORMAL
2616;llegado;NORMAL
2617;llegamos;NORMAL
2618;llegan;NORMAL
2619;llegando;NORMAL
2620;llegar;NORMAL
2621;llegaron;NORMAL
2622;llegue;NORMAL
2623;llegué;NORMAL
2624;llegó;NORMAL
2625;llena;NORMAL
2626;lleno;NORMAL
2627;lleva;NORMAL
2628;llevaba;NORMAL
2629;llevaban;NORMAL
2630;llevado;NORMAL
2631;llevan;NORMAL
2632;llevando;NORMAL
2633;llevar;NORMAL
2634;llevaron;NORMAL
2635;llevará;NORMAL
2636;llevo;NORMAL
2637;llevó;NORMAL
2638;llorar;NORMAL
2639;lluvia;NORMAL
2640;lluvias;NORMAL
2641;loca;NORMAL
2642;local;NORMAL
2643;locales;NORMAL
2644;localidad;NORMAL
2645;loco;NORMAL
2646;locura;NORMAL
2647;logra;NORMAL
2648;logrado;NORMAL
2649;lograr;NORMAL
2650;lograron;NORMAL
2651;logró;NORMAL
2652;londres;NORMAL
2653;longitud;NORMAL
2654;lorenzo;NORMAL
2655;luces;NORMAL
2656;lucha;NORMAL
2657;luchar;NORMAL
2658;lucía;NORMAL
2659;luego;NORMAL
2660;lugar;NORMAL
2661;lugares;NORMAL
2662;luis;NORMAL
2663;luisa;NORMAL
2664;lujo;NORMAL
2665;luna;NORMAL
2666;lunes;NORMAL
2667;luz;NORMAL
2668;lágrimas;NORMAL
2669;líder;NORMAL
2670;líderes;NORMAL
2671;límite;NORMAL
2672;límites;NORMAL
2673;línea;NORMAL
2674;líneas;NORMAL
2675;líquido;NORMAL
2676;lógica;NORMAL
2677;lógico;NORMAL
2678;lópez;NORMAL
2679;m;INICIO
2680;madera;NORMAL
2681;madre;NORMAL
2682;madres;NORMAL
2683;madrid;NORMAL
2684;madrileño;NORMAL
2685;madrugada;NORMAL
2686;maestro;NORMAL
2687;maestros;NORMAL
2688;magistrado;NORMAL
2689;magnitud;NORMAL
2690;majestad;NORMAL
2691;mal;NORMAL
2692;mala;NORMAL
2693;malas;NORMAL
2694;malo;NORMAL
2695;malos;NORMAL
2696;mamá;NORMAL
2697;mancha;NORMAL
2698;mandatario;NORMAL
2699;mandato;NORMAL
2700;mando;NORMAL
2701;manejar;NORMAL
2702;manejo;NORMAL
2703;manera;NORMAL
2704;maneras;NORMAL
2705;manifestaciones;NORMAL
2706;manifestación;NORMAL
2707;manifestó;NORMAL
2708;manifiesta;NORMAL
2709;manifiesto;NORMAL
2710;mano;NORMAL
2711;manos;NORMAL
2712;manteca;NORMAL
2713;mantener;NORMAL
2714;mantenerse;NORMAL
2715;mantenido;NORMAL
2716;mantenimiento;NORMAL
2717;mantenía;NORMAL
2718;mantiene;NORMAL
2719;mantienen;NORMAL
2720;mantuvo;NORMAL
2721;manuel;NORMAL
2722;mapa;NORMAL
2723;mar;NORMAL
2724;marca;NORMAL
2725;marcado;NORMAL
2726;marcas;NORMAL
2727;marcha;NORMAL
2728;marco;NORMAL
2729;marcos;NORMAL
2730;margarita;NORMAL
2731;margen;NORMAL
2732;mariana;NORMAL
2733;mariano;NORMAL
2734;marido;NORMAL
2735;marina;NORMAL
2736;mario;NORMAL
2737;marqués;NORMAL
2738;marruecos;NORMAL
2739;marta;NORMAL
2740;martes;NORMAL
2741;martín;NORMAL
2742;martínez;NORMAL
2743;mary;NORMAL
2744;marzo;NORMAL
2745;maría;NORMAL
2746;mas;NORMAL
2747;masa;NORMAL
2748;masas;NORMAL
2749;masculino;NORMAL
2750;mata;NORMAL
2751;matar;NORMAL
2752;materia;NORMAL
2753;material;NORMAL
2754;materiales;NORMAL
2755;materias;NORMAL
2756;matrimonio;NORMAL
2757;max;NORMAL
2758;mayo;NORMAL
2759;mayor;NORMAL
2760;mayores;NORMAL
2761;mayoría;NORMAL
2762;maíz;NORMAL
2763;mañana;NORMAL
2764;mecanismo;NORMAL
2765;mecanismos;NORMAL
2766;mecánica;NORMAL
2767;medalla;NORMAL
2768;media;NORMAL
2769;mediados;NORMAL
2770;medias;NORMAL
2771;medicamentos;NORMAL
2772;medicina;NORMAL
2773;medida;NORMAL
2774;medidas;NORMAL
2775;medina;NORMAL
2776;medio;NORMAL
2777;mediodía;NORMAL
2778;medios;NORMAL
2779;medir;NORMAL
2780;mediterráneo;NORMAL
2781;mejor;NORMAL
2782;mejora;NORMAL
2783;mejorar;NORMAL
2784;mejores;NORMAL
2785;memoria;NORMAL
2786;memorias;NORMAL
2787;mencionado;NORMAL
2788;mendoza;NORMAL
2789;menem;NORMAL
2790;menor;NORMAL
2791;menores;NORMAL
2792;menos;NORMAL
2793;mensaje;NORMAL
2794;mensajes;NORMAL
2795;mental;NORMAL
2796;mentales;NORMAL
2797;mente;NORMAL
2798;mentira;NORMAL
2799;menudo;NORMAL
2800;mercado;NORMAL
2801;mercados;NORMAL
2802;mercedes;NORMAL
2803;merece;NORMAL
2804;mes;NORMAL
2805;mesa;NORMAL
2806;mesas;NORMAL
2807;meses;NORMAL
2808;meta;NORMAL
2809;metal;NORMAL
2810;metido;NORMAL
2811;metro;NORMAL
2812;metros;NORMAL
2813;mexicana;NORMAL
2814;mexicano;NORMAL
2815;mexicanos;NORMAL
2816;mezcla;NORMAL
2817;miami;NORMAL
2818;michael;NORMAL
2819;miedo;NORMAL
2820;miel;NORMAL
2821;miembro;NORMAL
2822;miembros;NORMAL
2823;mierda;NORMAL
2824;miguel;NORMAL
2825;milagro;NORMAL
2826;militantes;NORMAL
2827;militar;NORMAL
2828;militares;NORMAL
2829;millones;NORMAL
2830;millón;NORMAL
2831;minas;NORMAL
2832;minerales;NORMAL
2833;ministerio;NORMAL
2834;ministra;NORMAL
2835;ministro;NORMAL
2836;ministros;NORMAL
2837;minuto;NORMAL
2838;minutos;NORMAL
2839;mira;NORMAL
2840;miraba;NORMAL
2841;mirada;NORMAL
2842;miradas;NORMAL
2843;mirando;NORMAL
2844;mirar;NORMAL
2845;mire;NORMAL
2846;miró;NORMAL
2847;misa;NORMAL
2848;miseria;NORMAL
2849;misión;NORMAL
2850;misterio;NORMAL
2851;mitad;NORMAL
2852;mito;NORMAL
2853;miércoles;NORMAL
2854;moda;NORMAL
2855;modalidad;NORMAL
2856;modelo;NORMAL
2857;modelos;NORMAL
2858;moderna;NORMAL
2859;moderno;NORMAL
2860;modernos;NORMAL
2861;modificaciones;NORMAL
2862;modificación;NORMAL
2863;modificar;NORMAL
2864;modo;NORMAL
2865;modos;NORMAL
2866;molina;NORMAL
2867;momento;NORMAL
2868;momentos;NORMAL
2869;monarquía;NORMAL
2870;moneda;NORMAL
2871;monetaria;NORMAL
2872;montaje;NORMAL
2873;montaña;NORMAL
2874;montañas;NORMAL
2875;monte;NORMAL
2876;moral;NORMAL
2877;morales;NORMAL
2878;moreno;NORMAL
2879;morir;NORMAL
2880;mortalidad;NORMAL
2881;moscú;NORMAL
2882;mostrado;NORMAL
2883;mostrar;NORMAL
2884;mostró;NORMAL
2885;motivo;NORMAL
2886;motivos;NORMAL
2887;motor;NORMAL
2888;moverse;NORMAL
2889;movimiento;NORMAL
2890;movimientos;NORMAL
2891;muchacha;NORMAL
2892;muchacho;NORMAL
2893;muchachos;NORMAL
2894;mucho;NORMAL
2895;muebles;NORMAL
2896;muere;NORMAL
2897;muerta;NORMAL
2898;muerte;NORMAL
2899;muerto;NORMAL
2900;muertos;NORMAL
2901;muestra;NORMAL
2902;muestran;NORMAL
2903;muestras;NORMAL
2904;mueve;NORMAL
2905;mujer;NORMAL
2906;mujeres;NORMAL
2907;multitud;NORMAL
2908;mundial;NORMAL
2909;mundo;NORMAL
2910;municipal;NORMAL
2911;municipales;NORMAL
2912;municipio;NORMAL
2913;municipios;NORMAL
2914;murcia;NORMAL
2915;murieron;NORMAL
2916;murió;NORMAL
2917;muro;NORMAL
2918;muros;NORMAL
2919;museo;NORMAL
2920;musical;NORMAL
2921;musicales;NORMAL
2922;muy;NORMAL
2923;muñoz;NORMAL
2924;málaga;NORMAL
2925;máquina;NORMAL
2926;máquinas;NORMAL
2927;más;NORMAL
2928;máxima;NORMAL
2929;máximo;NORMAL
2930;médica;NORMAL
2931;médico;NORMAL
2932;médicos;NORMAL
2933;método;NORMAL
2934;métodos;NORMAL
2935;méxico;NORMAL
2936;mínima;NORMAL
2937;mínimo;NORMAL
2938;mínimos;NORMAL
2939;móvil;NORMAL
2940;múltiples;NORMAL
2941;músculos;NORMAL
2942;música;NORMAL
2943;músicos;NORMAL
2944;n;INICIO
2945;nace;NORMAL
2946;nacer;NORMAL
2947;nacido;NORMAL
2948;nacimiento;NORMAL
2949;nacional;NORMAL
2950;nacionales;NORMAL
2951;nacionalidad;NORMAL
2952;nacionalista;NORMAL
2953;nacionalistas;NORMAL
2954;naciones;NORMAL
2955;nació;NORMAL
2956;nación;NORMAL
2957;naranja;NORMAL
2958;narcotráfico;NORMAL
2959;nariz;NORMAL
2960;natural;NORMAL
2961;naturales;NORMAL
2962;naturaleza;NORMAL
2963;naturalmente;NORMAL
2964;navarra;NORMAL
2965;navarro;NORMAL
2966;nave;NORMAL
2967;navidad;NORMAL
2968;necesaria;NORMAL
2969;necesariamente;NORMAL
2970;necesarias;NORMAL
2971;necesario;NORMAL
2972;necesarios;NORMAL
2973;necesidad;NORMAL
2974;necesidades;NORMAL
2975;necesita;NORMAL
2976;necesitaba;NORMAL
2977;necesitan;NORMAL
2978;necesito;NORMAL
2979;negativa;NORMAL
2980;negativo;NORMAL
2981;negociaciones;NORMAL
2982;negociación;NORMAL
2983;negociar;NORMAL
2984;negocio;NORMAL
2985;negocios;NORMAL
2986;negra;NORMAL
2987;negras;NORMAL
2988;negro;NORMAL
2989;negros;NORMAL
2990;negó;NORMAL
2991;nervios;NORMAL
2992;nerviosa;NORMAL
2993;nervioso;NORMAL
2994;new;NORMAL
2995;nicaragua;NORMAL
2996;nicolás;NORMAL
2997;niega;NORMAL
2998;nieve;NORMAL
2999;nivel;NORMAL
3000;niveles;NORMAL
3001;niña;NORMAL
3002;niñas;NORMAL
3003;niño;NORMAL
3004;niños;NORMAL
3005;no;NORMAL
3006;noble;NORMAL
3007;noche;NORMAL
3008;noches;NORMAL
3009;noción;NORMAL
3010;nombrado;NORMAL
3011;nombramiento;NORMAL
3012;nombre;NORMAL
3013;nombres;NORMAL
3014;norma;NORMAL
3015;normal;NORMAL
3016;normales;NORMAL
3017;normalmente;NORMAL
3018;normas;NORMAL
3019;normativa;NORMAL
3020;norte;NORMAL
3021;norteamericana;NORMAL
3022;norteamericano;NORMAL
3023;norteamericanos;NORMAL
3024;nota;NORMAL
3025;notable;NORMAL
3026;notables;NORMAL
3027;notas;NORMAL
3028;noticia;NORMAL
3029;noticias;NORMAL
3030;novedad;NORMAL
3031;novela;NORMAL
3032;novelas;NORMAL
3033;novia;NORMAL
3034;noviembre;NORMAL
3035;novio;NORMAL
3036;nubes;NORMAL
3037;nuclear;NORMAL
3038;nueva;NORMAL
3039;nuevamente;NORMAL
3040;nuevas;NORMAL
3041;nuevo;NORMAL
3042;nuevos;NORMAL
3043;numerosas;NORMAL
3044;numerosos;NORMAL
3045;nunca;NORMAL
3046;núcleo;NORMAL
3047;número;NORMAL
3048;números;NORMAL
3049;núñez;NORMAL
3050;obispo;INICIO
3051;objetivo;NORMAL
3052;objetivos;NORMAL
3053;objeto;NORMAL
3054;objetos;NORMAL
3055;obliga;NORMAL
3056;obligaciones;NORMAL
3057;obligación;NORMAL
3058;obligado;NORMAL
3059;obra;NORMAL
3060;obras;NORMAL
3061;obrero;NORMAL
3062;obreros;NORMAL
3063;observa;NORMAL
3064;observaciones;NORMAL
3065;observación;NORMAL
3066;observar;NORMAL
3067;observó;NORMAL
3068;obstante;NORMAL
3069;obtención;NORMAL
3070;obtener;NORMAL
3071;obtenido;NORMAL
3072;obtenidos;NORMAL
3073;obtiene;NORMAL
3074;obtuvo;NORMAL
3075;obviamente;NORMAL
3076;ocasiones;NORMAL
3077;ocasión;NORMAL
3078;occidental;NORMAL
3079;occidente;NORMAL
3080;octubre;NORMAL
3081;oculta;NORMAL
3082;ocupa;NORMAL
3083;ocupación;NORMAL
3084;ocupado;NORMAL
3085;ocupar;NORMAL
3086;ocurre;NORMAL
3087;ocurrido;NORMAL
3088;ocurrir;NORMAL
3089;ocurrió;NORMAL
3090;odio;NORMAL
3091;oeste;NORMAL
3092;of;NORMAL
3093;ofensiva;NORMAL
3094;oferta;NORMAL
3095;oficial;NORMAL
3096;oficiales;NORMAL
3097;oficialmente;NORMAL
3098;oficina;NORMAL
3099;oficinas;NORMAL
3100;oficio;NORMAL
3101;ofrece;NORMAL
3102;ofrecen;NORMAL
3103;ofrecer;NORMAL
3104;ofreció;NORMAL
3105;oh;NORMAL
3106;ojo;NORMAL
3107;ojos;NORMAL
3108;oliva;NORMAL
3109;olor;NORMAL
3110;olvidado;NORMAL
3111;olvidar;NORMAL
3112;olvido;NORMAL
3113;onda;NORMAL
3114;onu;NORMAL
3115;opciones;NORMAL
3116;opción;NORMAL
3117;operaciones;NORMAL
3118;operación;NORMAL
3119;operativo;NORMAL
3120;opiniones;NORMAL
3121;opinión;NORMAL
3122;oportunidad;NORMAL
3123;oportunidades;NORMAL
3124;oposición;NORMAL
3125;oral;NORMAL
3126;orden;NORMAL
3127;ordenador;NORMAL
3128;ordenó;NORMAL
3129;oreja;NORMAL
3130;orejas;NORMAL
3131;organismo;NORMAL
3132;organismos;NORMAL
3133;organizaciones;NORMAL
3134;organización;NORMAL
3135;organizado;NORMAL
3136;organizar;NORMAL
3137;orgullo;NORMAL
3138;orgánica;NORMAL
3139;orientación;NORMAL
3140;oriental;NORMAL
3141;oriente;NORMAL
3142;origen;NORMAL
3143;original;NORMAL
3144;originales;NORMAL
3145;orilla;NORMAL
3146;oro;NORMAL
3147;orquesta;NORMAL
3148;ortega;NORMAL
3149;ortiz;NORMAL
3150;orígenes;NORMAL
3151;oscar;NORMAL
3152;oscura;NORMAL
3153;oscuridad;NORMAL
3154;oscuro;NORMAL
3155;otan;NORMAL
3156;otoño;NORMAL
3157;oviedo;NORMAL
3158;oxígeno;NORMAL
3159;oye;NORMAL
3160;oyó;NORMAL
3161;oído;NORMAL
3162;oír;NORMAL
3163;pablo;INICIO
3164;paciencia;NORMAL
3165;paciente;NORMAL
3166;pacientes;NORMAL
3167;paco;NORMAL
3168;pacto;NORMAL
3169;pacífico;NORMAL
3170;padre;NORMAL
3171;padres;NORMAL
3172;paga;NORMAL
3173;pagar;NORMAL
3174;pago;NORMAL
3175;pagos;NORMAL
3176;paisaje;NORMAL
3177;palabra;NORMAL
3178;palabras;NORMAL
3179;palacio;NORMAL
3180;palma;NORMAL
3181;palmas;NORMAL
3182;paloma;NORMAL
3183;pan;NORMAL
3184;panamá;NORMAL
3185;panorama;NORMAL
3186;pantalla;NORMAL
3187;papa;NORMAL
3188;papel;NORMAL
3189;papeles;NORMAL
3190;papá;NORMAL
3191;paquete;NORMAL
3192;par;NORMAL
3193;paraguay;NORMAL
3194;parar;NORMAL
3195;paraíso;NORMAL
3196;parcial;NORMAL
3197;parece;NORMAL
3198;parecen;NORMAL
3199;parecer;NORMAL
3200;parecido;NORMAL
3201;pareció;NORMAL
3202;parecía;NORMAL
3203;parecían;NORMAL
3204;pared;NORMAL
3205;paredes;NORMAL
3206;pareja;NORMAL
3207;parejas;NORMAL
3208;parlamentaria;NORMAL
3209;parlamentario;NORMAL
3210;parlamentarios;NORMAL
3211;parlamento;NORMAL
3212;paro;NORMAL
3213;parque;NORMAL
3214;parte;NORMAL
3215;partes;NORMAL
3216;participación;NORMAL
3217;participan;NORMAL
3218;participantes;NORMAL
3219;participar;NORMAL
3220;participaron;NORMAL
3221;particular;NORMAL
3222;particulares;NORMAL
3223;particularmente;NORMAL
3224;partida;NORMAL
3225;partido;NORMAL
3226;partidos;NORMAL
3227;partir;NORMAL
3228;parto;NORMAL
3229;parís;NORMAL
3230;pasa;NORMAL
3231;pasaba;NORMAL
3232;pasada;NORMAL
3233;pasado;NORMAL
3234;pasados;NORMAL
3235;pasajeros;NORMAL
3236;pasan;NORMAL
3237;pasando;NORMAL
3238;pasar;NORMAL
3239;pasaron;NORMAL
3240;pase;NORMAL
3241;paseo;NORMAL
3242;pasillo;NORMAL
3243;pasión;NORMAL
3244;paso;NORMAL
3245;pasos;NORMAL
3246;pasta;NORMAL
3247;pasó;NORMAL
3248;patas;NORMAL
3249;patio;NORMAL
3250;patria;NORMAL
3251;patrimonio;NORMAL
3252;patrón;NORMAL
3253;paul;NORMAL
3254;pausa;NORMAL
3255;paz;NORMAL
3256;país;NORMAL
3257;países;NORMAL
3258;pecado;NORMAL
3259;pecho;NORMAL
3260;pedido;NORMAL
3261;pedir;NORMAL
3262;pedro;NORMAL
3263;pelea;NORMAL
3264;peligro;NORMAL
3265;peligroso;NORMAL
3266;pelo;NORMAL
3267;pelota;NORMAL
3268;película;NORMAL
3269;películas;NORMAL
3270;pena;NORMAL
3271;penal;NORMAL
3272;penas;NORMAL
3273;pendiente;NORMAL
3274;pendientes;NORMAL
3275;pensaba;NORMAL
3276;pensado;NORMAL
3277;pensamiento;NORMAL
3278;pensamientos;NORMAL
3279;pensando;NORMAL
3280;pensar;NORMAL
3281;pensiones;NORMAL
3282;pensé;NORMAL
