NUMERO;PALABRA
4099;separación
4100;separado
4101;septiembre
4102;ser
4103;seres
4104;sergio
4105;seria
4106;serie
4107;serio
4108;serlo
4109;serrano
4110;servicio
4111;servicios
4112;servido
4113;servir
4114;será
4115;serán
4116;sería
4117;serían
4118;sesiones
4119;sesión
4120;setenta
4121;sevilla
4122;sexo
4123;sexto
4124;sexual
4125;sexuales
4126;señal
4127;señala
4128;señalado
4129;señalan
4130;señalar
4131;señales
4132;señaló
4133;señor
4134;señora
4135;señores
4136;señorita
4137;sida
4138;sido
4139;siempre
4140;siendo
4141;sienta
4142;siente
4143;sienten
4144;siento
4145;sierra
4146;siga
4147;siglo
4148;siglos
4149;significa
4150;significación
4151;significado
4152;significativo
4153;signo
4154;signos
4155;sigue
4156;siguen
4157;siguiendo
4158;siguiente
4159;siguientes
4160;siguieron
4161;siguió
4162;silencio
4163;silla
4164;sillón
4165;silva
4166;similar
4167;similares
4168;simple
4169;simplemente
4170;simples
4171;simultáneamente
4172;sindical
4173;sindicales
4174;sindicato
4175;sindicatos
4176;singular
4177;sintió
4178;siquiera
4179;sirve
4180;sirven
4181;sirvió
4182;sistema
4183;sistemas
4184;sitio
4185;sitios
4186;situaciones
4187;situación
4188;situada
4189;situado
4190;sitúa
4191;soberanía
4192;social
4193;sociales
4194;socialismo
4195;socialista
4196;socialistas
4197;sociedad
4198;sociedades
4199;socio
4200;socios
4201;sofía
4202;sol
4203;sola
4204;solamente
4205;solar
4206;solas
4207;soldado
4208;soldados
4209;soledad
4210;solicitar
4211;solicitud
4212;solidaridad
4213;solitario
4214;solo
4215;solos
4216;soluciones
4217;solución
4218;solía
4219;sombra
4220;sombras
4221;sombrero
4222;sometido
4223;somos
4224;son
4225;sonido
4226;sonidos
4227;sonrisa
4228;sonrió
4229;soportar
4230;soporte
4231;sorprendente
4232;sorprendido
4233;sorprendió
4234;sorpresa
4235;sospecha
4236;sostiene
4237;sostuvo
4238;soviética
4239;soy
4240;suave
4241;sube
4242;subida
4243;subir
4244;subió
4245;subrayó
4246;sucede
4247;sucedido
4248;sucedió
4249;sucesión
4250;suceso
4251;sucesos
4252;sueldo
4253;suele
4254;suelen
4255;suelo
4256;suena
4257;suerte
4258;sueño
4259;sueños
4260;suficiente
4261;suficientemente
4262;suficientes
4263;sufre
4264;sufren
4265;sufrido
4266;sufrimiento
4267;sufrir
4268;sufrió
4269;suicidio
4270;suiza
4271;sujeto
4272;sujetos
4273;suma
4274;sumamente
4275;superar
4276;superficie
4277;superior
4278;superiores
4279;supervivencia
4280;supo
4281;supone
4282;suponer
4283;supongo
4284;suprema
4285;supremo
4286;supuesta
4287;supuestamente
4288;supuesto
4289;supuestos
4290;sur
4291;surge
4292;surgió
4293;suspensión
4294;sustancia
4295;sustancias
4296;sustitución
4297;suárez
4298;sábado
4299;sánchez
4300;sé
4301;sí
4302;símbolo
4303;símbolos
4304;síndrome
4305;síntesis
4306;síntomas
4307;sólo
4308;t
4309;tabaco
4310;tabla
4311;tablas
4312;tal
4313;talento
4314;taller
4315;talleres
4316;tamaño
4317;también
4318;tampoco
4319;tan
4320;tanto
4321;tarde
4322;tardes
4323;tarea
4324;tareas
4325;tarifas
4326;tarjeta
4327;tasa
4328;tasas
4329;taxi
4330;taza
4331;teatral
4332;teatro
4333;techo
4334;tecnología
4335;tecnologías
4336;tecnológica
4337;tecnológico
4338;tejido
4339;tejidos
4340;tel
4341;tela
4342;telefónica
4343;televisión
4344;teléfono
4345;tema
4346;temas
4347;temor
4348;temperatura
4349;temperaturas
4350;templo
4351;temporada
4352;temporal
4353;temprano
4354;tendencia
4355;tendencias
4356;tendrá
4357;tendrán
4358;tendría
4359;tenemos
4360;tener
4361;tenga
4362;tengan
4363;tengo
4364;tenido
4365;teniendo
4366;teniente
4367;tenis
4368;tensiones
4369;tensión
4370;tentación
4371;tenía
4372;teníamos
4373;tenían
4374;teoría
4375;teorías
4376;terapia
4377;tercer
4378;tercera
4379;tercero
4380;tercio
4381;teresa
4382;termina
4383;terminado
4384;terminar
4385;terminó
4386;terreno
4387;terrenos
4388;terrestre
4389;terrible
4390;territorial
4391;territorio
4392;territorios
4393;terror
4394;terrorismo
4395;terrorista
4396;terroristas
4397;tesis
4398;tesoro
4399;testigo
4400;testigos
4401;testimonio
4402;texto
4403;textos
4404;the
4405;tiempo
4406;tiempos
4407;tienda
4408;tiendas
4409;tiende
4410;tiene
4411;tienen
4412;tienes
4413;tierra
4414;tierras
4415;tipo
4416;tipos
4417;tiro
4418;titular
4419;toca
4420;tocar
4421;tocó
4422;todavía
4423;toledo
4424;toma
4425;tomado
4426;toman
4427;tomando
4428;tomar
4429;tomate
4430;tomás
4431;tomó
4432;toneladas
4433;tono
4434;toque
4435;torneo
4436;torno
4437;toro
4438;toros
4439;torre
4440;torres
4441;total
4442;totalidad
4443;totalmente
4444;trabaja
4445;trabajaba
4446;trabajador
4447;trabajadores
4448;trabajan
4449;trabajando
4450;trabajar
4451;trabajo
4452;trabajos
4453;tradicional
4454;tradicionales
4455;tradición
4456;traducción
4457;trae
4458;tragedia
4459;traje
4460;trajo
4461;trama
4462;tramo
4463;tranquila
4464;tranquilidad
4465;tranquilo
4466;transcurso
4467;transferencia
4468;transformación
4469;transición
4470;transmisión
4471;transporte
4472;transportes
4473;traslado
4474;trastornos
4475;trata
4476;trataba
4477;tratado
4478;tratados
4479;tratamiento
4480;tratamientos
4481;tratan
4482;tratando
4483;tratar
4484;trate
4485;trato
4486;trató
4487;través
4488;trayectoria
4489;treinta
4490;tren
4491;tribunal
4492;tribunales
4493;trimestre
4494;triste
4495;tristeza
4496;triunfo
4497;tronco
4498;tropas
4499;tráfico
4500;tránsito
4501;tumba
4502;turismo
4503;turistas
4504;turno
4505;tuve
4506;tuviera
4507;tuvieron
4508;tuvo
4509;tv
4510;tve
4511;técnica
4512;técnicas
4513;técnico
4514;técnicos
4515;término
4516;términos
4517;tía
4518;tío
4519;título
4520;títulos
4521;ucd
4522;ue
4523;ugt
4524;une
4525;unida
4526;unidad
4527;unidades
4528;unidas
4529;unido
4530;unidos
4531;uniforme
4532;universal
4533;universidad
4534;universidades
4535;universitaria
4536;universitario
4537;universitarios
4538;universo
4539;unión
4540;urbana
4541;urbano
4542;urgencia
4543;urgente
4544;urss
4545;uruguay
4546;usa
4547;usar
4548;uso
4549;usos
4550;usuario
4551;usuarios
4552;utilidad
4553;utiliza
4554;utilización
4555;utilizado
4556;utilizados
4557;utilizan
4558;utilizando
4559;utilizar
4560;va
4561;vacaciones
4562;vacío
4563;vale
4564;valencia
4565;valladolid
4566;valle
4567;valor
4568;valoración
4569;valores
4570;vamos
4571;van
4572;vanguardia
4573;vano
4574;vapor
4575;vargas
4576;variable
4577;variables
4578;variaciones
4579;variedad
4580;varones
4581;vas
4582;vasco
4583;vascos
4584;vaso
4585;vaya
4586;vayan
4587;ve
4588;vea
4589;veces
4590;vecino
4591;vecinos
4592;vega
4593;vegetal
4594;vegetales
4595;vehículo
4596;vehículos
4597;vela
4598;velocidad
4599;velázquez
4600;vemos
4601;ven
4602;vencer
4603;vender
4604;venezolano
4605;venezuela
4606;venga
4607;venido
4608;venir
4609;venta
4610;ventaja
4611;ventajas
4612;ventana
4613;ventanas
4614;ventas
4615;venía
4616;venían
4617;veo
4618;ver
4619;vera
4620;verano
4621;verdad
4622;verdadera
4623;verdaderamente
4624;verdadero
4625;verde
4626;verdes
4627;veremos
4628;vergüenza
4629;verla
4630;verlo
4631;verse
4632;versiones
4633;versión
4634;versos
4635;verá
4636;ves
4637;vestido
4638;vestidos
4639;vez
4640;veía
4641;vi
4642;viajar
4643;viaje
4644;viajes
4645;vicente
4646;vicepresidente
4647;victoria
4648;vida
4649;vidal
4650;vidas
4651;vidrio
4652;vieja
4653;viejas
4654;viejo
4655;viejos
4656;viena
4657;viendo
4658;viene
4659;vienen
4660;viento
4661;vientos
4662;vientre
4663;viernes
4664;vieron
4665;vigencia
4666;vigente
4667;vigilancia
4668;vigo
4669;vigor
4670;vih
4671;villa
4672;vino
4673;vinos
4674;vio
4675;violencia
4676;virgen
4677;virginia
4678;virtud
4679;virtudes
4680;virus
4681;visible
4682;visita
4683;visitantes
4684;visitar
4685;visitas
4686;visión
4687;vista
4688;vistas
4689;visto
4690;visual
4691;vital
4692;vitamina
4693;viuda
4694;viva
4695;vive
4696;viven
4697;vivido
4698;vivienda
4699;viviendas
4700;viviendo
4701;vivimos
4702;vivir
4703;vivió
4704;vivo
4705;vivos
4706;vivía
4707;vocación
4708;voces
4709;volumen
4710;voluntad
4711;volver
4712;volvieron
4713;volvió
4714;volví
4715;volvía
4716;vos
4717;votación
4718;voto
4719;votos
4720;voy
4721;voz
4722;vuelo
4723;vuelta
4724;vueltas
4725;vuelto
4726;vuelva
4727;vuelve
4728;vuelven
4729;vázquez
4730;vía
4731;vías
4732;víctima
4733;víctimas
4734;víctor
4735;vídeo
4736;washington
4737;web
4738;william
4739;xix
4740;xvi
4741;xvii
4742;xviii
4743;xx
4744;ya
4745;york
4746;zapatos
4747;zaragoza
4748;zona
4749;zonas
4750;ácido
4751;áfrica
4752;ámbito
4753;ámbitos
4754;ángel
4755;ángeles
4756;ángulo
4757;ánimo
4758;árabe
4759;árbol
4760;árboles
4761;área
4762;áreas
4763;época
4764;épocas
4765;ética
4766;éxito
4767;índice
4768;ópera
4769;órdenes
4770;órgano
4771;órganos
4772;última
4773;últimas
4774;último
4775;últimos
4776;única
4777;únicamente
4778;único
4779;únicos
4780;útil
4781;útiles
