PALABRA;OFFSET3.1;OFFSET3.0;IDPICTO
banco;02790795-n;spa-30-02787772-n;3062
banco;08437235-n;spa-30-08420278-n;3062
banco;08011895-n;spa-30-07995453-n;10242
banco;03926989-n;spa-30-03920867-n;30885
banda;08265959-n;spa-30-08249038-n;32701
bandada;08007398-n;spa-30-07990956-n;10243
bandeja;04483494-n;spa-30-04476259-n;2656
bandera;03359749-n;spa-30-03354903-n;5918
bandera;06888144-n;spa-30-06875094-n;5918
banderín;03917985-n;spa-30-03911866-n;5919
bandido;09856476-n;spa-30-09837088-n;4674
banquera;09857212-n;spa-30-09837824-n;15714
banquero;09857212-n;spa-30-09837824-n;15341
banquillo;08226440-n;spa-30-08209519-n;5920
bar;02800154-n;spa-30-02796995-n;4573
bar;02792510-n;spa-30-02789487-n;4573
baraja;07973335-n;spa-30-07956721-n;3182
barato;00937468-a;spa-30-00934199-a;4574
barba;05269065-n;spa-30-05261566-n;2657
barbacoa;02793692-n;spa-30-02790669-n;5393
barbacoa;07669757-n;spa-30-07654148-n;5393
barbilla;05607372-n;spa-30-05599617-n;2991
barbo;02587916-n;spa-30-02585285-n;21417
barca;02861626-n;spa-30-02858304-n;4920
barcelona;09047559-n;spa-30-09025189-n;14832
barco;02861626-n;spa-30-02858304-n;2273
barniz;04529282-n;spa-30-04521987-n;27592
barnizar;01271572-v;spa-30-01269008-v;27596
barranco;09428665-n;spa-30-09405787-n;23815
barrena;02761495-n;spa-30-02758490-n;6933
barrendero;10681913-n;spa-30-10662474-n;2993
barrer;01396368-v;spa-30-01393714-v;2658
barriga;05564576-n;spa-30-05556943-n;2786
barriga;05563550-n;spa-30-05555917-n;2786
barril;02798192-n;spa-30-02795169-n;6934
barrio;08658688-n;spa-30-08641113-n;25849
barro;14837352-n;spa-30-14813182-n;5908
barro;14980464-n;spa-30-14956325-n;34118
bastidor;04344295-n;spa-30-04337157-n;17171
bastón;04553480-n;spa-30-04546194-n;5922
basura;14881648-n;spa-30-14857497-n;8499
basurero;08577564-n;spa-30-08560027-n;15726
basurero;10139987-n;spa-30-10120330-n;2993
basílica;02804350-n;spa-30-02801184-n;5394
bata;03242695-n;spa-30-03237992-n;8038
bate;02802334-n;spa-30-02799175-n;8501
batear;01415827-v;spa-30-01413173-v;8502
batería;02813606-n;spa-30-02810471-n;23823
batería;10056654-n;spa-30-10036929-n;23819
batido;07939537-n;spa-30-07923297-n;8503
batidor;04586220-n;spa-30-04578934-n;8504
batidora;02853991-n;spa-30-02850732-n;25688
batir;01420833-v;spa-30-01418179-v;5925
batir;01420522-v;spa-30-01417868-v;5924
bautizar;01030088-v;spa-30-01028079-v;3064
bautizo;01039851-n;spa-30-01037819-n;3064
bañador;04378650-n;spa-30-04371563-n;2270
bañar;00035596-v;spa-30-00037919-v;2271
bañera;02811600-n;spa-30-02808440-n;2272
baño;02810916-n;spa-30-02807731-n;15905
baño;04453410-n;spa-30-04446276-n;27553
baño;04025061-n;spa-30-04018667-n;16143
baño;04565764-n;spa-30-04558478-n;6930
baúl;03018359-n;spa-30-03014705-n;5966
baúl;04499064-n;spa-30-04491769-n;5966
beber;01172332-v;spa-30-01170052-v;2276
bebida;07897775-n;spa-30-07881800-n;4575
bebidas;07897775-n;spa-30-07881800-n;4575
bebé;09846929-n;spa-30-09827683-n;2275
bebé;10372747-n;spa-30-10353016-n;6060
beicon;07686178-n;spa-30-07670433-n;2994
beige;04980558-n;spa-30-04973291-n;9093
beis;04980558-n;spa-30-04973291-n;9093
bello;00219320-a;spa-30-00217728-a;4660
bellota;12288194-n;spa-30-12267677-n;8041
bendición;07204071-n;spa-30-07189411-n;23828
bendición;07204699-n;spa-30-07190039-n;23827
bendición;01045725-n;spa-30-01043693-n;23828
bengala;04276079-n;spa-30-04268969-n;8505
berberecho;01962626-n;spa-30-01959985-n;28461
berberecho;07803589-n;spa-30-07787613-n;28461
berenjena;07728819-n;spa-30-07713074-n;2660
besar;01433863-v;spa-30-01431230-v;4576
beso;00139041-n;spa-30-00138221-n;11525
besugo;02593332-n;spa-30-02590702-n;21441
betún;15064135-n;spa-30-15039568-n;27599
biberón;02880508-n;spa-30-02877266-n;4577
biblia;06443410-n;spa-30-06431740-n;23833
biblioteca;03665990-n;spa-30-03660664-n;5926
biblioteca;03666369-n;spa-30-03661043-n;3065
biblioteca;03666235-n;spa-30-03660909-n;5926
bibliotecario;10277645-n;spa-30-10257948-n;27499
bici;02837983-n;spa-30-02834778-n;2277
bicicleta;02837983-n;spa-30-02834778-n;2277
bicicletas;02837983-n;spa-30-02834778-n;8732
bidé;02839379-n;spa-30-02836174-n;2278
bien;06700446-n;spa-30-06687701-n;5397
bigote;05269684-n;spa-30-05262185-n;2661
bikini;02841003-n;spa-30-02837789-n;2279
billar;00500935-n;spa-30-00499924-n;5398
billar;03988788-n;spa-30-03982430-n;5398
billete;06530710-n;spa-30-06518719-n;11255
billetera;04555648-n;spa-30-04548362-n;2689
bingo;00505671-n;spa-30-00504660-n;11191
biografía;06527818-n;spa-30-06515827-n;22749
biosfera;08516532-n;spa-30-08499504-n;20389
biquini;02841003-n;spa-30-02837789-n;2279
bisexual;01205819-a;spa-30-01203147-a;11558
bisexual;09876413-n;spa-30-09857007-n;11558
bisexualidad;00858789-n;spa-30-00857160-n;11558
bisonte;02413348-n;spa-30-02410702-n;8507
bisonte;02413155-n;spa-30-02410509-n;8507
bitácora;06413845-n;spa-30-06402202-n;16577
bizcocho;07647646-n;spa-30-07632037-n;8042
blanca;06883894-n;spa-30-06870844-n;9123
blanco;00394166-a;spa-30-00393105-a;2662
blanco;04967906-n;spa-30-04960729-n;2662
blanco;07276776-n;spa-30-07262108-n;11236
blanco;04401354-n;spa-30-04394261-n;11236
blando;01156249-a;spa-30-01152746-a;4578
bloc;14997692-n;spa-30-14973133-n;27604
blog;06413845-n;spa-30-06402202-n;16577
blusa;02858206-n;spa-30-02854926-n;2280
boca;05309998-n;spa-30-05302499-n;2663
boca;05309407-n;spa-30-05301908-n;2663
bocadillo;07711710-n;spa-30-07695965-n;16581
bocado;00840477-n;spa-30-00838816-n;11307
boda;01039028-n;spa-30-01036996-n;8256
bodega;02995302-n;spa-30-02991847-n;27608
bofetada;00134488-n;spa-30-00133668-n;16467
boj;12766866-n;spa-30-12746106-n;25853
bol;02884435-n;spa-30-02881193-n;3257
bolera;02885431-n;spa-30-02882190-n;4579
boli;03913116-n;spa-30-03906997-n;2282
bollo;07696677-n;spa-30-07680932-n;29935
bolo;03830811-n;spa-30-03825271-n;8297
bolos;00462843-n;spa-30-00461782-n;10163
bolsa;02776042-n;spa-30-02773037-n;8511
bolsa;04330164-n;spa-30-04323026-n;21453
bolsa;04129919-n;spa-30-04122825-n;23849
bolsillo;03978882-n;spa-30-03972524-n;6937
bolso;02777157-n;spa-30-02774152-n;2284
bolígrafo;03913116-n;spa-30-03906997-n;2282
bolígrafo;02786184-n;spa-30-02783161-n;2282
bomba;02869918-n;spa-30-02866578-n;6938
bomba;04028192-n;spa-30-04021798-n;31350
bombera;10111420-n;spa-30-10091651-n;11193
bombero;10111420-n;spa-30-10091651-n;2664
bombilla;03671250-n;spa-30-03665924-n;2285
bombona;03160945-n;spa-30-03156279-n;10317
bombín;02884998-n;spa-30-02881757-n;5928
bombón;07615220-n;spa-30-07599649-n;8298
bongó;02873098-n;spa-30-02869737-n;8341
bonita;00219320-a;spa-30-00217728-a;11194
bonito;00219320-a;spa-30-00217728-a;11194
bonsai;13132640-n;spa-30-13111881-n;8512
boomerang;02875324-n;spa-30-02871963-n;8722
bordillo;03153586-n;spa-30-03148920-n;19526
borrachera;14042038-n;spa-30-14018567-n;24929
borracho;00800854-a;spa-30-00797299-a;24895
borracho;10057110-n;spa-30-10037385-n;24895
borrador;03299762-n;spa-30-03294833-n;4965
borrador;02849857-n;spa-30-02846619-n;16341
borraja;12837268-n;spa-30-12816508-n;2996
borraja;07832374-n;spa-30-07816398-n;2996
borrar;01551500-v;spa-30-01548718-v;28189
bosque;09306921-n;spa-30-09284015-n;2666
bosque;08455525-n;spa-30-08438533-n;2666
bostezar;00007328-v;spa-30-00007328-v;8513
bota;02876113-n;spa-30-02872752-n;8299
bota;04599923-n;spa-30-04592596-n;5401
botar;01407043-v;spa-30-01404389-v;5929
bote;03598713-n;spa-30-03593526-n;3322
botella;02879899-n;spa-30-02876657-n;2288
botiquín;03747606-n;spa-30-03742115-n;2930
botín;13283562-n;spa-30-13262663-n;16591
botón;02931992-n;spa-30-02928608-n;2668
boutique;02882551-n;spa-30-02879309-n;4885
boxeador;09889614-n;spa-30-09870208-n;9188
boxear;01422636-v;spa-30-01419982-v;8981
boxeo;00446787-n;spa-30-00445802-n;8981
boya;07280883-n;spa-30-07266178-n;26696
braille;06374199-n;spa-30-06362792-n;11753
brasil;08872733-n;spa-30-08853741-n;8044
braza;00572097-n;spa-30-00571060-n;24903
brazalete;04563490-n;spa-30-04556204-n;26700
brazo;05571403-n;spa-30-05563770-n;2669
brazo;02740838-n;spa-30-02737833-n;6280
brindar;01177764-v;spa-30-01175467-v;23414
broca;02847545-n;spa-30-02844307-n;8037
brocha;02911542-n;spa-30-02908217-n;2670
brocha;03881909-n;spa-30-03876231-n;2670
broche;02909763-n;spa-30-02906438-n;29788
brocheta;04234962-n;spa-30-04227900-n;5932
brocheta;02906451-n;spa-30-02903126-n;5932
broma;00428583-n;spa-30-00427580-n;26905
bronce;14741436-n;spa-30-14717275-n;5933
bronquitis;14169755-n;spa-30-14146273-n;5403
brotar;00357986-v;spa-30-00357332-v;17183
bruja;09526414-n;spa-30-09503282-n;5404
bruja;10075105-n;spa-30-10055297-n;5404
brujo;10787430-n;spa-30-10767762-n;25875
brunéi;08916319-n;spa-30-08896092-n;27624
brócoli;11897272-n;spa-30-11876803-n;23853
brújula;03084501-n;spa-30-03080497-n;8045
bucear;01966678-v;spa-30-01962671-v;8046
bueno;01133477-a;spa-30-01129977-a;4581
buey;02405655-n;spa-30-02403003-n;10238
bufanda;04150962-n;spa-30-04143897-n;2290
bufón;09950334-n;spa-30-09930876-n;5405
bufón;09950623-n;spa-30-09931165-n;5405
buhardilla;03691456-n;spa-30-03686130-n;8047
buitre;01618959-n;spa-30-01616318-n;2998
bumerán;02875324-n;spa-30-02871963-n;8722
burbuja;09252616-n;spa-30-09229709-n;8389
burrito;07896943-n;spa-30-07880968-n;10219
burro;02392211-n;spa-30-02389559-n;2291
buscar;01318273-v;spa-30-01315613-v;6946
buscar;02158139-v;spa-30-02153709-v;6946
buzo;10039277-n;spa-30-10019552-n;2999
buzo;10039131-n;spa-30-10019406-n;2999
buzón;03995432-n;spa-30-03989074-n;2292
buzón;03715732-n;spa-30-03710193-n;24911
bádminton;00481519-n;spa-30-00480508-n;26658
báscula;04149040-n;spa-30-04141975-n;2659
béisbol;02802230-n;spa-30-02799071-n;8660
bélgica;08868745-n;spa-30-08849753-n;8040
bíceps;05586870-n;spa-30-05579239-n;23841
bólido;04043919-n;spa-30-04037443-n;5070
búho;01623768-n;spa-30-01621127-n;2671
caballeriza;04302017-n;spa-30-04294879-n;26712
caballero;10258072-n;spa-30-10238375-n;5406
caballete;03267512-n;spa-30-03262809-n;8723
caballito;03528796-n;spa-30-03523633-n;4923
caballo;02377103-n;spa-30-02374451-n;2294
caballo;03629976-n;spa-30-03624767-n;34205
cabaña;02935784-n;spa-30-02932400-n;8049
cabello;05262259-n;spa-30-05254795-n;2851
cabeza;05546258-n;spa-30-05538625-n;2673
cable;02937552-n;spa-30-02934168-n;6948
cabo;09256622-n;spa-30-09233715-n;23859
cabra;02419165-n;spa-30-02416519-n;2295
cabra;02419716-n;spa-30-02417070-n;2295
caca;14878732-n;spa-30-14854581-n;8050
cacahuete;07753721-n;spa-30-07737745-n;8338
cacahuete;11769280-n;spa-30-11748811-n;8338
cacarear;01058241-v;spa-30-01056369-v;6950
cacatúa;01821756-n;spa-30-01819115-n;27640
cacerola;04146060-n;spa-30-04138977-n;3231
caco;10727453-n;spa-30-10707804-n;4674
cacto;11862673-n;spa-30-11842204-n;3070
cactus;11862673-n;spa-30-11842204-n;3070
cadena;03003017-n;spa-30-02999410-n;5934
cadera;05563958-n;spa-30-05556325-n;3000
caer;01976312-v;spa-30-01972298-v;2675
caer;01988331-v;spa-30-01984317-v;4582
caer;01989937-v;spa-30-01985923-v;7049
cafetera;03067341-n;spa-30-03063338-n;8052
cafetería;02939042-n;spa-30-02935658-n;28889
café;07945759-n;spa-30-07929519-n;2296
café;07945591-n;spa-30-07929351-n;25564
café;07593483-n;spa-30-07577918-n;24655
cagar;00073791-v;spa-30-00074038-v;3428
caimán;01701075-n;spa-30-01698434-n;23863
caja;02886585-n;spa-30-02883344-n;5935
cajero;09918741-n;spa-30-09899289-n;6069
cajonera;03018908-n;spa-30-03015254-n;21474
cajón;03238608-n;spa-30-03233905-n;6070
cala;11814248-n;spa-30-11793779-n;25894
cala;09280667-n;spa-30-09257761-n;23871
calabacín;07732103-n;spa-30-07716358-n;2678
calabaza;07751486-n;spa-30-07735510-n;6951
calabaza;12178960-n;spa-30-12158443-n;2679
calamar;01973921-n;spa-30-01971280-n;5418
calamares;07797777-n;spa-30-07781801-n;16581
calcetines;04261887-n;spa-30-04254777-n;2298
calcetín;04261887-n;spa-30-04254777-n;8339
calcio;14656826-n;spa-30-14632648-n;25898
calculadora;02942270-n;spa-30-02938886-n;5419
caldero;02942602-n;spa-30-02939185-n;8519
caleidoscopio;03612969-n;spa-30-03607756-n;23875
calendario;15198526-n;spa-30-15173479-n;3071
calendario;08283770-n;spa-30-08266849-n;3071
calentar;00371917-v;spa-30-00371264-v;8520
calentar;00373903-v;spa-30-00373250-v;8521
caliente;01250274-a;spa-30-01247240-a;4583
callar;00462448-v;spa-30-00461493-v;5936
callar;01042933-v;spa-30-01041061-v;5936
calle;04341737-n;spa-30-04334599-n;2299
calle;04342347-n;spa-30-04335209-n;2299
calle;02766477-n;spa-30-02763472-n;2299
calor;05023355-n;spa-30-05016171-n;2300
calor;05733472-n;spa-30-05725527-n;2300
caluroso;01250274-a;spa-30-01247240-a;2300
calzado;03385713-n;spa-30-03380867-n;6953
calzado;03385972-n;spa-30-03381126-n;6953
calzoncillo;04515784-n;spa-30-04508489-n;2303
cama;02821967-n;spa-30-02818832-n;2304
camaleón;01696424-n;spa-30-01693783-n;3003
camarera;09860576-n;spa-30-09841188-n;11198
camarera;10783051-n;spa-30-10763383-n;11198
camarero;10783051-n;spa-30-10763383-n;2681
camarote;02935611-n;spa-30-02932227-n;21478
cambiar;00163059-v;spa-30-00163251-v;8054
cambiar;00551194-v;spa-30-00550117-v;11199
cambiar;02262178-v;spa-30-02257370-v;8053
cambio;13408652-n;spa-30-13387479-n;28833
camello;02439767-n;spa-30-02437136-n;8522
camerino;03242834-n;spa-30-03238131-n;23893
camilla;04343930-n;spa-30-04336792-n;5937
caminar;01908923-v;spa-30-01904930-v;3251
caminar;01886163-v;spa-30-01882170-v;3251
camino;04470745-n;spa-30-04463510-n;6955
camino;03905230-n;spa-30-03899533-n;6955
camisa;04204434-n;spa-30-04197391-n;2308
camiseta;04230374-n;spa-30-04223299-n;2310
camiseta;03600807-n;spa-30-03595614-n;25908
camisón;03829921-n;spa-30-03824381-n;2311
camión;03695799-n;spa-30-03690473-n;2306
camión;04497386-n;spa-30-04490091-n;4926
campamento;02948616-n;spa-30-02945161-n;25912
campamento;02949049-n;spa-30-02945594-n;25912
campamento;08495029-n;spa-30-08478018-n;25912
campana;02827590-n;spa-30-02824448-n;5938
campana;03536726-n;spa-30-03531546-n;26077
campanario;02830070-n;spa-30-02826886-n;9171
campanilla;12057408-n;spa-30-12036939-n;8056
campaña;00799906-n;spa-30-00798245-n;27467
campesina;10098586-n;spa-30-10078806-n;11165
campesino;10098586-n;spa-30-10078806-n;2982
camping;01057089-n;spa-30-01055165-n;5939
camping;08535449-n;spa-30-08518171-n;5939
campo;08662608-n;spa-30-08645033-n;2683
campo;08587527-n;spa-30-08569998-n;25916
campo;09416498-n;spa-30-09393605-n;2683
can;02086723-n;spa-30-02084071-n;2517
canal;02950684-n;spa-30-02947212-n;25920
canal;03010002-n;spa-30-03006398-n;26730
canalón;03476596-n;spa-30-03471473-n;10254
canapé;07597172-n;spa-30-07581607-n;10221
canario;01535980-n;spa-30-01533339-n;3004
canasta;02805381-n;spa-30-02802215-n;3260
cancelar;02483178-v;spa-30-02477755-v;17194
cancha;03125142-n;spa-30-03120491-n;6186
canción;07062058-n;spa-30-07048000-n;24791
candado;03880277-n;spa-30-03874599-n;6957
candelabro;02951254-n;spa-30-02947818-n;6958
candelabro;02951993-n;spa-30-02948557-n;6958
candidata;09909143-n;spa-30-09889691-n;15716
candidata;09910201-n;spa-30-09890749-n;15716
candidato;09909143-n;spa-30-09889691-n;15345
candidato;09910201-n;spa-30-09890749-n;15718
candil;03641539-n;spa-30-03636248-n;9178
candil;03849565-n;spa-30-03844045-n;9178
canela;07830179-n;spa-30-07814203-n;21486
canela;11725521-n;spa-30-11705052-n;21486
canelones;07879523-n;spa-30-07863547-n;3005
cangrejo;01979598-n;spa-30-01976957-n;2312
canguro;01879775-n;spa-30-01877134-n;2313
canoa;02954794-n;spa-30-02951358-n;6179
cansado;02440540-a;spa-30-02431728-a;2314
cansar;00074774-v;spa-30-00075021-v;2314
cantante;10619214-n;spa-30-10599806-n;4585
cantar;01733312-v;spa-30-01729431-v;2315
cantidad;00033914-n;spa-30-00033615-n;7073
cantimplora;02955810-n;spa-30-02952374-n;4587
capilla;03010734-n;spa-30-03007130-n;29963
capitán;10318579-n;spa-30-10298912-n;24937
capitán;09912283-n;spa-30-09892831-n;24937
capucha;03536461-n;spa-30-03531281-n;7050
capuchino;07936589-n;spa-30-07920349-n;24483
capullo;11695365-n;spa-30-11674914-n;11202
caqui;07762162-n;spa-30-07746186-n;13074
cara;05608392-n;spa-30-05600637-n;2684
caracol;01947031-n;spa-30-01944390-n;2685
caracol;07798451-n;spa-30-07782475-n;2685
caramelo;07612936-n;spa-30-07597365-n;2686
caramelo;07624824-n;spa-30-07609215-n;2686
caravana;04527677-n;spa-30-04520382-n;3180
carbón;14838786-n;spa-30-14814616-n;5943
cardenal;09913595-n;spa-30-09894143-n;23909
cardenal;14312373-n;spa-30-14288871-n;8170
cardióloga;09913897-n;spa-30-09894445-n;16319
cardiólogo;09913897-n;spa-30-09894445-n;16321
cardo;11964665-n;spa-30-11944196-n;23913
careta;03730361-n;spa-30-03724870-n;5904
cargar;01492646-v;spa-30-01489989-v;21492
cargar;01452567-v;spa-30-01449974-v;8982
caricia;00145598-n;spa-30-00144778-n;27407
caries;13465686-n;spa-30-13444513-n;21494
carnaval;00512566-n;spa-30-00511555-n;25924
carnaval;15266574-n;spa-30-15241777-n;3074
carne;07665463-n;spa-30-07649854-n;6961
carne;05275611-n;spa-30-05268112-n;6961
carnicera;09903843-n;spa-30-09884391-n;11203
carnicero;09903843-n;spa-30-09884391-n;3008
carnicería;02930545-n;spa-30-02927161-n;3007
carnívoro;02691317-a;spa-30-02680580-a;8062
carnívoro;02077948-n;spa-30-02075296-n;8062
carnívoro;00314284-a;spa-30-00313387-a;8062
carnívoro;01327072-n;spa-30-01324431-n;8062
caro;00936423-a;spa-30-00933154-a;4589
carpa;01442155-n;spa-30-01439514-n;24943
carpa;03039237-n;spa-30-03035252-n;6450
carpeta;03381125-n;spa-30-03376279-n;3233
carpeta;03342328-n;spa-30-03337383-n;8828
carpintero;09916137-n;spa-30-09896685-n;2687
carpintería;00608890-n;spa-30-00607775-n;16471
carrera;07473244-n;spa-30-07458453-n;11205
carrera;07487797-n;spa-30-07472657-n;11205
carrete;02863755-n;spa-30-02860415-n;17200
carretera;04103160-n;spa-30-04096066-n;2302
carretilla;02800454-n;spa-30-02797295-n;5947
carril;03645974-n;spa-30-03640660-n;22178
carrito;04211393-n;spa-30-04204347-n;5948
carro;02961779-n;spa-30-02958343-n;2339
carro;02974308-n;spa-30-02970849-n;21506
carro;03489166-n;spa-30-03484083-n;26732
carrocería;02866766-n;spa-30-02863426-n;21510
carromato;03126946-n;spa-30-03122295-n;21488
carruaje;02971932-n;spa-30-02968473-n;25419
carrusel;02969645-n;spa-30-02966193-n;4757
carta;06636668-n;spa-30-06624161-n;2688
cartera;02903988-n;spa-30-02900705-n;7053
cartera;03992713-n;spa-30-03986355-n;7053
cartera;04555648-n;spa-30-04548362-n;2689
cartero;10302734-n;spa-30-10283037-n;2690
cartucho;02975150-n;spa-30-02971691-n;29710
cartucho;02975641-n;spa-30-02972182-n;27655
cartulina;14824204-n;spa-30-14800034-n;17208
cartón;14823771-n;spa-30-14799601-n;7054
casa;03549540-n;spa-30-03544360-n;2317
casa;08094856-n;spa-30-08078020-n;2317
casa;03551520-n;spa-30-03546340-n;2317
casamiento;01039028-n;spa-30-01036996-n;8256
casar;02494483-v;spa-30-02488834-v;6965
casar;02495105-v;spa-30-02489456-v;6965
casarse;02494483-v;spa-30-02488834-v;6965
cascabel;04244041-n;spa-30-04236935-n;5949
cascada;09498422-n;spa-30-09475292-n;5951
cascanueces;03842122-n;spa-30-03836602-n;28517
casco;03518520-n;spa-30-03513376-n;10354
casco;03518281-n;spa-30-03513137-n;2691
casillero;02936846-n;spa-30-02933462-n;21522
casillero;03149152-n;spa-30-03144486-n;21522
casino;02981395-n;spa-30-02977936-n;28227
castaña;07788250-n;spa-30-07772274-n;3183
castaño;12283070-n;spa-30-12262553-n;28849
castañuela;02872589-n;spa-30-02869249-n;8340
castañuelas;02872589-n;spa-30-02869249-n;2318
castillo;02983900-n;spa-30-02980441-n;5422
castor;02365657-n;spa-30-02363005-n;7055
casulla;03014449-n;spa-30-03010795-n;29965
catalejo;03338074-n;spa-30-03333129-n;8531
catamarán;02985251-n;spa-30-02981792-n;28901
catarata;09498422-n;spa-30-09475292-n;5951
catarro;14168983-n;spa-30-14145501-n;26384
catedral;02987516-n;spa-30-02984061-n;5423
catedral;02987658-n;spa-30-02984203-n;5423
catorce;13769488-n;spa-30-13747348-n;29266
catálogo;06427849-n;spa-30-06416206-n;28717
catástrofe;07329438-n;spa-30-07314838-n;4755
causa;06753097-n;spa-30-06740402-n;12295
causa;07341157-n;spa-30-07326557-n;12295
cava;07909617-n;spa-30-07893642-n;3009
cavar;01313763-v;spa-30-01311103-v;5952
caverna;09261832-n;spa-30-09238926-n;2729
caverna;09262208-n;spa-30-09239302-n;2729
cavernícola;09922184-n;spa-30-09902731-n;25928
caviar;07815555-n;spa-30-07799579-n;10222
caza;00453279-n;spa-30-00452293-n;29885
caza;03339975-n;spa-30-03335030-n;21409
cazador;10212645-n;spa-30-10193026-n;3010
cazar;01146304-v;spa-30-01143838-v;8533
cañón;02953692-n;spa-30-02950256-n;29792
cebada;12143761-n;spa-30-12123244-n;6967
cebada;07819069-n;spa-30-07803093-n;6967
cebolla;12453586-n;spa-30-12433081-n;2323
cebolla;07737962-n;spa-30-07722217-n;2323
cebra;02393701-n;spa-30-02391049-n;2324
cedazo;04223701-n;spa-30-04216634-n;24955
ceja;05321060-n;spa-30-05313535-n;3011
celebración;07462241-n;spa-30-07447641-n;7099
celebración;00428985-n;spa-30-00428000-n;7099
celebrar;02496526-v;spa-30-02490877-v;6969
celo;02996250-n;spa-30-02992795-n;2325
celular;02995984-n;spa-30-02992529-n;2586
cementerio;08538806-n;spa-30-08521623-n;4591
cemento;14828345-n;spa-30-14804175-n;2692
cena;07591291-n;spa-30-07575726-n;4592
cenar;01170315-v;spa-30-01167981-v;4593
cencerro;03128568-n;spa-30-03123917-n;29780
cenicero;02750807-n;spa-30-02747802-n;4594
censura;00398155-n;spa-30-00397347-n;14668
central;00330729-a;spa-30-00329831-a;26740
central;04003013-n;spa-30-03996655-n;8534
